epoch,accuracy,entropy,entropy_large_set,is_final,precision,recall,test_accuracy,test_accuracy_nolang,test_entropy,test_entropy_nolang,test_in_train_sample_accuracy,test_in_train_sample_accuracy_nolang,test_in_train_sample_entropy,test_in_train_sample_entropy_nolang,test_in_train_sample_precision,test_in_train_sample_precision_nolang,test_in_train_sample_recall,test_in_train_sample_recall_nolang,test_overshoot_accuracy,test_overshoot_accuracy_nolang,test_overshoot_entropy,test_overshoot_entropy_nolang,test_overshoot_precision,test_overshoot_precision_nolang,test_overshoot_recall,test_overshoot_recall_nolang,test_precision,test_precision_nolang,test_recall,test_recall_nolang,test_square_accuracy,test_square_accuracy_nolang,test_square_entropy,test_square_entropy_nolang,test_square_in_train_sample_accuracy,test_square_in_train_sample_accuracy_nolang,test_square_in_train_sample_entropy,test_square_in_train_sample_entropy_nolang,test_square_in_train_sample_precision,test_square_in_train_sample_precision_nolang,test_square_in_train_sample_recall,test_square_in_train_sample_recall_nolang,test_square_overshoot_accuracy,test_square_overshoot_accuracy_nolang,test_square_overshoot_entropy,test_square_overshoot_entropy_nolang,test_square_overshoot_precision,test_square_overshoot_precision_nolang,test_square_overshoot_recall,test_square_overshoot_recall_nolang,test_square_precision,test_square_precision_nolang,test_square_recall,test_square_recall_nolang
0,0.6022469401359558,0.6594648361206055,0.6594648361206055,0.3,0.6271592974662781,0.5055969953536987,0.5037166476249695,0.5028666853904724,0.694064199924469,0.694049060344696,0.5005666613578796,0.5008000135421753,0.6950275897979736,0.6949584484100342,0.5004184246063232,0.5005714893341064,0.7374262809753418,0.7444589138031006,0.5858500003814697,0.5841333270072937,0.6720779538154602,0.6711391806602478,0.5934109687805176,0.5937476754188538,0.54818195104599,0.5356619358062744,0.5025624632835388,0.5019640922546387,0.7419010996818542,0.7495667338371277,0.26001960039138794,0.2593218684196472,0.7427664399147034,0.7422556281089783,0.28677427768707275,0.2793811857700348,0.7380383014678955,0.738141655921936,7.52459600334987e-05,7.447402458637953e-05,0.800000011920929,0.800000011920929,0.6365709900856018,0.6485797762870789,0.6330095529556274,0.6278154850006104,0.001254705130122602,0.001335622975602746,0.6071428656578064,0.625,5.439611413748935e-05,5.434487320599146e-05,0.6000000238418579,0.6000000238418579
1,0.692925751209259,0.5750921964645386,0.617278516292572,0.3,0.6839799284934998,0.7178462147712708,0.5377500057220459,0.5374249815940857,0.6823973655700684,0.6818844079971313,0.5376166701316833,0.5378999710083008,0.6825805902481079,0.6820837259292603,0.538540244102478,0.5389297604560852,0.5262807011604309,0.5253141522407532,0.6098833084106445,0.6090166568756104,0.6596492528915405,0.6588596701622009,0.6004822254180908,0.6019855737686157,0.6592638492584229,0.646061897277832,0.538537323474884,0.5382795333862305,0.5281805396080017,0.5269140005111694,0.5479477643966675,0.5511210560798645,0.6546088457107544,0.6521832942962646,0.5706302523612976,0.5707778334617615,0.6523398160934448,0.6502809524536133,6.25000029685907e-05,6.252148887142539e-05,0.4444444477558136,0.4444444477558136,0.5594332218170166,0.5724080801010132,0.7000879645347595,0.6901986002922058,0.0012630297569558024,0.0013013279531151056,0.6859503984451294,0.6859503984451294,8.904191054170951e-05,8.967135363491252e-05,0.6000000238418579,0.6000000238418579
2,0.7326976656913757,0.5235763788223267,0.5860444903373718,0.3,0.7184605598449707,0.7653999924659729,0.5822722315788269,0.5802111029624939,0.6577157974243164,0.6591797471046448,0.5830888748168945,0.5807666778564453,0.6571105122566223,0.658547043800354,0.5734954476356506,0.5718178749084473,0.6486795544624329,0.6434023380279541,0.6299222111701965,0.6246888637542725,0.6458471417427063,0.6505136489868164,0.6146469116210938,0.612306535243988,0.6985892653465271,0.6819286942481995,0.5725293755531311,0.5710086226463318,0.6496567130088806,0.6452347636222839,0.510333776473999,0.5101683139801025,0.7169455885887146,0.7158768773078918,0.5255717039108276,0.5268016457557678,0.7124444842338562,0.7089910507202148,6.598918116651475e-05,6.61606973153539e-05,0.5833333134651184,0.5833333134651184,0.5587579011917114,0.5667189955711365,0.705647885799408,0.6984910368919373,0.0013875665608793497,0.0013924703234806657,0.6989796161651611,0.6887755393981934,8.220078598242253e-05,8.21730209281668e-05,0.692307710647583,0.692307710647583
3,0.7613015174865723,0.4878249168395996,0.5614895820617676,0.3,0.7412965893745422,0.8031454086303711,0.6027583479881287,0.5970541834831238,0.6546817421913147,0.6612658500671387,0.6036916375160217,0.5973416566848755,0.6547296643257141,0.6614351272583008,0.5837538242340088,0.5786343216896057,0.7229480743408203,0.7165402770042419,0.6448916792869568,0.6337416768074036,0.6324383020401001,0.6453441381454468,0.626617431640625,0.6190571188926697,0.7188251614570618,0.6973301768302917,0.5827791690826416,0.5781862139701843,0.7236457467079163,0.7179378271102905,0.4776865243911743,0.4686128795146942,0.795682430267334,0.8036234378814697,0.49283501505851746,0.4826577603816986,0.7885373830795288,0.7984710931777954,9.259075886802748e-05,9.07693975022994e-05,0.7368420958518982,0.7368420958518982,0.56866455078125,0.5712038278579712,0.7019926309585571,0.7003575563430786,0.0015305487904697657,0.0015084370970726013,0.729629635810852,0.7148148417472839,0.00010916820610873401,0.00010730426583904773,0.8095238208770752,0.8095238208770752
4,0.7605347633361816,0.48208335041999817,0.5456083416938782,0.3,0.7392846345901489,0.8055296540260315,0.6264733076095581,0.6154299974441528,0.6368789076805115,0.651692271232605,0.6275633573532104,0.6167100071907043,0.63634192943573,0.6509650945663452,0.6015169024467468,0.5925358533859253,0.7560262084007263,0.7475268840789795,0.6565200090408325,0.6396733522415161,0.6210296750068665,0.6417231559753418,0.6366643309593201,0.6239052414894104,0.7306985259056091,0.7050431370735168,0.6003341674804688,0.5911672711372375,0.7568828463554382,0.7486634254455566,0.4931744635105133,0.4765983819961548,0.7939701080322266,0.8121927380561829,0.49901917576789856,0.48277315497398376,0.7982311248779297,0.8173102140426636,8.569944475311786e-05,8.300778426928446e-05,0.761904776096344,0.761904776096344,0.5825464129447937,0.5774262547492981,0.6876360774040222,0.6952039003372192,0.001457903883419931,0.0014339282643049955,0.725239634513855,0.7220447063446045,0.00010588621807983145,0.00010253307846141979,0.8333333134651184,0.8333333134651184
5,0.7722029685974121,0.4675753116607666,0.532602846622467,0.3,0.7484636306762695,0.8200666904449463,0.6443250179290771,0.6295194625854492,0.6214779019355774,0.6419967412948608,0.6450638771057129,0.6311333179473877,0.6212648749351501,0.641403317451477,0.614851176738739,0.6032896637916565,0.7767519354820251,0.7660972476005554,0.6653472185134888,0.644225001335144,0.6122457385063171,0.6390084624290466,0.6437045335769653,0.6271021962165833,0.7420393228530884,0.7132105231285095,0.6139979362487793,0.6015848517417908,0.7774580717086792,0.7671475410461426,0.5074176788330078,0.48680379986763,0.7871649265289307,0.8111758828163147,0.5123352408409119,0.4909811317920685,0.7911722660064697,0.8174245953559875,0.00010087717237183824,9.664551907917485e-05,0.7857142686843872,0.7857142686843872,0.5891062617301941,0.5782983899116516,0.681438148021698,0.6949779987335205,0.001484389416873455,0.0014410978183150291,0.7319034934043884,0.7292225360870361,0.00013164225674699992,0.00012199904449516907,0.8529411554336548,0.8235294222831726
6,0.7885384559631348,0.4399307668209076,0.5193639397621155,0.3,0.7765148878097534,0.8105171918869019,0.6581714153289795,0.6407856941223145,0.6107819676399231,0.6366248726844788,0.6582714319229126,0.64195716381073,0.6108628511428833,0.6359534859657288,0.6319061517715454,0.6181133985519409,0.7583433985710144,0.7430446147918701,0.6738095283508301,0.6485095024108887,0.6033517122268677,0.635982096195221,0.6517683267593384,0.6312331557273865,0.7476437091827393,0.7158048152923584,0.6315830945968628,0.6167104244232178,0.7593053579330444,0.7440444231033325,0.5523430109024048,0.5312563180923462,0.7201542258262634,0.7463324666023254,0.5578116178512573,0.5367249250411987,0.7231189608573914,0.7505938410758972,0.0001256983814528212,0.00011584129970287904,0.7631579041481018,0.7368420958518982,0.5998067855834961,0.5825498700141907,0.6717206239700317,0.6931168437004089,0.0015741927782073617,0.0014863135293126106,0.7409909963607788,0.7297297120094299,0.00013700389536097646,0.000126753599033691,0.8421052694320679,0.8157894611358643
7,0.7876049876213074,0.4388570487499237,0.5093005895614624,0.3,0.7712903022766113,0.8179152011871338,0.6710958480834961,0.6507958173751831,0.5962553024291992,0.6252087354660034,0.6709333062171936,0.6516062617301941,0.5965089797973633,0.624818742275238,0.6435372829437256,0.6269025206565857,0.7664758563041687,0.7490687966346741,0.6809291839599609,0.6522229313850403,0.5953266620635986,0.6331892609596252,0.6589198112487793,0.6350584626197815,0.7513654232025146,0.7172378301620483,0.6436337828636169,0.625952959060669,0.7667853832244873,0.7495239973068237,0.5705983638763428,0.5457087159156799,0.6902245879173279,0.7205280661582947,0.5752710103988647,0.5511612892150879,0.6921217441558838,0.7228464484214783,0.00013424939243122935,0.00011956761591136456,0.7555555701255798,0.7111111283302307,0.6106700301170349,0.5880915522575378,0.6602351665496826,0.688342273235321,0.001708305673673749,0.0015944940969347954,0.7476459741592407,0.7382297515869141,0.00013278605183586478,0.00012182111822767183,0.8500000238418579,0.824999988079071
8,0.7908387780189514,0.4341859519481659,0.5009545087814331,0.3,0.775615930557251,0.8185333609580994,0.6811833381652832,0.6578778028488159,0.5846337676048279,0.617295503616333,0.6814537048339844,0.6586685180664062,0.58452308177948,0.6166879534721375,0.652195394039154,0.6323097348213196,0.7776757478713989,0.7583993673324585,0.6868314743041992,0.654629647731781,0.5883626341819763,0.631650447845459,0.6647646427154541,0.6375108361244202,0.754880964756012,0.718249499797821,0.6518415808677673,0.6313807368278503,0.777878999710083,0.7588096857070923,0.5788469910621643,0.549082338809967,0.685234546661377,0.7222141623497009,0.5849058032035828,0.5550322532653809,0.6838513016700745,0.7217183113098145,0.00013287652109283954,0.0001172576448880136,0.7551020383834839,0.7142857313156128,0.6194754838943481,0.5924450159072876,0.6491199731826782,0.6835904717445374,0.0017492163460701704,0.0016078345943242311,0.7550675868988037,0.7432432174682617,0.0001380418543703854,0.00012562565098050982,0.8125,0.7916666865348816
9,0.7990732192993164,0.41637274622917175,0.4924963414669037,0.3,0.7735112905502319,0.8459538817405701,0.6896783113479614,0.6640133261680603,0.5761164426803589,0.612524688243866,0.6900249719619751,0.6650683283805847,0.5759450793266296,0.6115308403968811,0.6595338582992554,0.6375957727432251,0.7856864333152771,0.7650179862976074,0.6918833255767822,0.6569783091545105,0.5825380086898804,0.6299331188201904,0.6688549518585205,0.639079213142395,0.7611097097396851,0.7226657271385193,0.659056544303894,0.6363732218742371,0.7860161662101746,0.7654473781585693,0.5880194306373596,0.5544325113296509,0.6862041354179382,0.7294803857803345,0.5945068597793579,0.562263011932373,0.6819043755531311,0.7241485714912415,0.00014888682926539332,0.00013179267989471555,0.7894737124443054,0.7543859481811523,0.6254799962043762,0.5933435559272766,0.6430220007896423,0.6849425435066223,0.0017248413059860468,0.001555819995701313,0.7484471797943115,0.7329192757606506,0.00014002957323100418,0.0001264648890355602,0.8113207817077637,0.7924528121948242
