epoch,accuracy,entropy,entropy_large_set,precision,recall,test_accuracy,test_accuracy_nolang,test_entropy,test_entropy_nolang,test_in_train_sample_accuracy,test_in_train_sample_accuracy_nolang,test_in_train_sample_entropy,test_in_train_sample_entropy_nolang,test_in_train_sample_precision,test_in_train_sample_precision_nolang,test_in_train_sample_recall,test_in_train_sample_recall_nolang,test_precision,test_precision_nolang,test_recall,test_recall_nolang,test_square_accuracy,test_square_accuracy_nolang,test_square_entropy,test_square_entropy_nolang,test_square_in_train_sample_accuracy,test_square_in_train_sample_accuracy_nolang,test_square_in_train_sample_entropy,test_square_in_train_sample_entropy_nolang,test_square_in_train_sample_precision,test_square_in_train_sample_precision_nolang,test_square_in_train_sample_recall,test_square_in_train_sample_recall_nolang,test_square_precision,test_square_precision_nolang,test_square_recall,test_square_recall_nolang
20,0.8558266758918762,0.31359052658081055,0.38824689388275146,0.8157390356063843,0.9194081425666809,0.752317488193512,0.7174809575080872,0.49466758966445923,0.5464481115341187,0.7382261753082275,0.698454737663269,0.519001305103302,0.5790783762931824,0.7107306122779846,0.6767504811286926,0.8038305044174194,0.7603310346603394,0.717250645160675,0.6867831349372864,0.8330817818641663,0.7997301816940308,0.8457161784172058,0.8008425235748291,0.33045804500579834,0.4133822023868561,0.839307963848114,0.7888660430908203,0.34351518750190735,0.43355002999305725,0.7977128624916077,0.7568877935409546,0.9093153476715088,0.8513240814208984,0.8001313805580139,0.7619495391845703,0.9216868281364441,0.8751212358474731
21,0.864300012588501,0.3037559688091278,0.3844063878059387,0.8306226134300232,0.915402889251709,0.7545840740203857,0.7190515398979187,0.4912859797477722,0.544252336025238,0.7402977347373962,0.6996932029724121,0.5161087512969971,0.577630341053009,0.7133062481880188,0.6783977150917053,0.8039247393608093,0.759848952293396,0.7199561595916748,0.6886536478996277,0.8333555459976196,0.7996882200241089,0.8481024503707886,0.8033636212348938,0.3261413276195526,0.409274697303772,0.8414648771286011,0.7910430431365967,0.33961987495422363,0.429967999458313,0.8000274896621704,0.7591328024864197,0.9106688499450684,0.8528285026550293,0.8025423884391785,0.7643868327140808,0.9234259724617004,0.8771153092384338
22,0.8634200096130371,0.3037090003490448,0.3808978199958801,0.8231557607650757,0.9258390665054321,0.7566507458686829,0.7204912900924683,0.4881080687046051,0.5423571467399597,0.7422767877578735,0.7009456753730774,0.51333087682724,0.5761461853981018,0.7156895399093628,0.6799737811088562,0.8042729496955872,0.7596889734268188,0.7223633527755737,0.6903402209281921,0.8338045477867126,0.7997664213180542,0.8501147627830505,0.8053478002548218,0.3223249614238739,0.4058191478252411,0.8434429168701172,0.7930747866630554,0.33607304096221924,0.42664721608161926,0.8019553422927856,0.760941207408905,0.9122870564460754,0.8548591136932373,0.8044657111167908,0.7660800814628601,0.9251091480255127,0.8791773915290833
23,0.8666266798973083,0.299341082572937,0.37749961018562317,0.8305455446243286,0.9213030934333801,0.7584458589553833,0.7216659784317017,0.48543882369995117,0.5408157110214233,0.7440923452377319,0.7020145654678345,0.5107691884040833,0.574962317943573,0.7177285552024841,0.6811936497688293,0.8049958944320679,0.7599485516548157,0.7243343591690063,0.6916175484657288,0.8345281481742859,0.8001430630683899,0.8521977663040161,0.807544469833374,0.31850698590278625,0.40218207240104675,0.8453066945075989,0.7950077652931213,0.33268508315086365,0.4234867990016937,0.8038919568061829,0.7627995610237122,0.913593053817749,0.8564989566802979,0.8065500855445862,0.7680863738059998,0.9266797304153442,0.8811763525009155
24,0.86326664686203,0.3056076169013977,0.37462395429611206,0.8189612627029419,0.9329344630241394,0.7600006461143494,0.7226146459579468,0.4832535982131958,0.5398115515708923,0.7457126379013062,0.7029193043708801,0.5086653828620911,0.5742602944374084,0.7192005515098572,0.6818260550498962,0.8065475821495056,0.7614043951034546,0.7257339358329773,0.6922516226768494,0.8359538316726685,0.8016495108604431,0.8539829254150391,0.8093002438545227,0.3151243329048157,0.3991352319717407,0.8470191955566406,0.7966842651367188,0.3296113908290863,0.42076370120048523,0.8055161833763123,0.7640510201454163,0.9150864481925964,0.8586885333061218,0.8082082271575928,0.7693580985069275,0.9282696843147278,0.8834824562072754
25,0.8693733215332031,0.29336652159690857,0.37149864435195923,0.8314202427864075,0.9267626404762268,0.7618141174316406,0.7238609194755554,0.48041602969169617,0.5381242036819458,0.7473782300949097,0.7040384411811829,0.5062240362167358,0.5729845762252808,0.721326470375061,0.6832247376441956,0.8065873980522156,0.7613133788108826,0.7279269695281982,0.6936935782432556,0.8362034559249878,0.8018019199371338,0.8556302785873413,0.811155378818512,0.3120139539241791,0.3960476517677307,0.8487225770950317,0.7984871864318848,0.3265168368816376,0.4177948832511902,0.8072214126586914,0.7657235860824585,0.9164099097251892,0.8603482842445374,0.8097547888755798,0.7709827423095703,0.9297086596488953,0.8853179812431335
26,0.8703399896621704,0.2910477817058563,0.36851900815963745,0.8322114944458008,0.927821159362793,0.7633401155471802,0.7249962687492371,0.4780891537666321,0.5365616679191589,0.7488049268722534,0.7050284147262573,0.5042746067047119,0.5719557404518127,0.7230850458145142,0.6844469308853149,0.8068034648895264,0.7612947821617126,0.7297290563583374,0.6949782371520996,0.8365458846092224,0.8020420670509338,0.8573101162910461,0.8130375146865845,0.30881133675575256,0.3928358256816864,0.850419282913208,0.8002094030380249,0.32357147336006165,0.41499602794647217,0.8089479207992554,0.7673220038414001,0.9176832437515259,0.8619372248649597,0.8114023804664612,0.7727049589157104,0.9310478568077087,0.8870243430137634
27,0.8696533441543579,0.2923487424850464,0.3657986521720886,0.8268446922302246,0.9352641701698303,0.7648916840553284,0.7259892821311951,0.47572192549705505,0.5353335738182068,0.7503262162208557,0.7058863043785095,0.5021911263465881,0.5712143182754517,0.7248079180717468,0.6852836608886719,0.8074343800544739,0.7619602084159851,0.731441080570221,0.6958822011947632,0.8372088670730591,0.8029064536094666,0.8588638305664062,0.8147404789924622,0.3059028089046478,0.38992300629615784,0.8519028425216675,0.8018709421157837,0.32088473439216614,0.4123350977897644,0.8103575706481934,0.7687475681304932,0.9189777374267578,0.8637068271636963,0.8128294944763184,0.7740885019302368,0.9324666261672974,0.8889353275299072
28,0.871013343334198,0.28956010937690735,0.36316972970962524,0.8311133980751038,0.9314026236534119,0.766225278377533,0.7269384860992432,0.4737134873867035,0.5340990424156189,0.7516988515853882,0.7067798972129822,0.5003320574760437,0.5701593160629272,0.7263919711112976,0.6862748265266418,0.8079392910003662,0.7622926235198975,0.7329093217849731,0.696819543838501,0.8377974033355713,0.8035193085670471,0.8603590726852417,0.8163862228393555,0.3030647933483124,0.3870740532875061,0.8534064292907715,0.8035590648651123,0.3181096017360687,0.4095993936061859,0.8118372559547424,0.7702911496162415,0.9202019572257996,0.8653104305267334,0.8142295479774475,0.7754592299461365,0.9337847232818604,0.8907099366188049
29,0.8742066621780396,0.2853553593158722,0.36057594418525696,0.834303617477417,0.9340130686759949,0.7676550149917603,0.7280310988426208,0.4716201424598694,0.5326744914054871,0.7529727816581726,0.707675576210022,0.4984477460384369,0.5690480470657349,0.7280373573303223,0.6873696446418762,0.8079962134361267,0.7623375654220581,0.7346506714820862,0.6980254054069519,0.8380324244499207,0.8038604259490967,0.861827552318573,0.8179715275764465,0.300202339887619,0.3842681646347046,0.854823112487793,0.8050684332847595,0.31550830602645874,0.40711066126823425,0.8132721781730652,0.7716347575187683,0.9212830662727356,0.8668192028999329,0.8156532049179077,0.7768201231956482,0.9349929094314575,0.8923353552818298
