epoch,accuracy,entropy,entropy_large_set,is_final,precision,recall,test_accuracy,test_accuracy_nolang,test_entropy,test_entropy_nolang,test_in_train_sample_accuracy,test_in_train_sample_accuracy_nolang,test_in_train_sample_entropy,test_in_train_sample_entropy_nolang,test_in_train_sample_precision,test_in_train_sample_precision_nolang,test_in_train_sample_recall,test_in_train_sample_recall_nolang,test_overshoot_accuracy,test_overshoot_accuracy_nolang,test_overshoot_entropy,test_overshoot_entropy_nolang,test_overshoot_precision,test_overshoot_precision_nolang,test_overshoot_recall,test_overshoot_recall_nolang,test_precision,test_precision_nolang,test_recall,test_recall_nolang,test_square_accuracy,test_square_accuracy_nolang,test_square_entropy,test_square_entropy_nolang,test_square_in_train_sample_accuracy,test_square_in_train_sample_accuracy_nolang,test_square_in_train_sample_entropy,test_square_in_train_sample_entropy_nolang,test_square_in_train_sample_precision,test_square_in_train_sample_precision_nolang,test_square_in_train_sample_recall,test_square_in_train_sample_recall_nolang,test_square_overshoot_accuracy,test_square_overshoot_accuracy_nolang,test_square_overshoot_entropy,test_square_overshoot_entropy_nolang,test_square_overshoot_precision,test_square_overshoot_precision_nolang,test_square_overshoot_recall,test_square_overshoot_recall_nolang,test_square_precision,test_square_precision_nolang,test_square_recall,test_square_recall_nolang
0,0.6225489974021912,0.6432067155838013,0.6432067155838013,0.3,0.6207484006881714,0.631298303604126,0.5355333089828491,0.5369499921798706,0.6891132593154907,0.6890705823898315,0.5371666550636292,0.5375999808311462,0.6888208389282227,0.688797652721405,0.6113162636756897,0.6128161549568176,0.20419318974018097,0.20432652533054352,0.5919666886329651,0.5933333039283752,0.667182445526123,0.6665562391281128,0.5858426094055176,0.5889929533004761,0.6298627853393555,0.6198707818984985,0.6067246794700623,0.6118168830871582,0.20209325850009918,0.20225992798805237,0.8647103905677795,0.8643883466720581,0.6141515970230103,0.6142173409461975,0.8856552243232727,0.8831059336662292,0.6050612330436707,0.6060081124305725,0.00023474179033655673,0.00022962113143876195,0.3333333432674408,0.3333333432674408,0.5625461339950562,0.571790874004364,0.6364793181419373,0.630710780620575,0.0010425930377095938,0.0010650961194187403,0.5666666626930237,0.5666666626930237,9.920635056914762e-05,9.897070412989706e-05,0.20000000298023224,0.20000000298023224
1,0.6910764575004578,0.5722575783729553,0.6077321767807007,0.3,0.712601900100708,0.6408666372299194,0.5807416439056396,0.5839666724205017,0.6725417375564575,0.6710847020149231,0.5821333527565002,0.5852583050727844,0.6720062494277954,0.6706091165542603,0.6254197359085083,0.6319862008094788,0.4097060263156891,0.40837278962135315,0.6150583624839783,0.6155416369438171,0.6522295475006104,0.6512484550476074,0.6035575270652771,0.6069912910461426,0.6724175214767456,0.657279908657074,0.6227083802223206,0.6296868324279785,0.4098461866378784,0.4077962636947632,0.7365119457244873,0.7443143129348755,0.6355193853378296,0.6317862272262573,0.7490372657775879,0.7580270767211914,0.6289471387863159,0.6252919435501099,0.00013366124767344445,0.00013862704508937895,0.5,0.5,0.56197589635849,0.5759704113006592,0.6516438722610474,0.637723445892334,0.0012397832470014691,0.0012333575868979096,0.680672287940979,0.6554622054100037,0.00010184595885220915,0.00010495381866348907,0.5,0.5
2,0.7260904312133789,0.5281130075454712,0.5811924338340759,0.3,0.7120739221572876,0.7599946856498718,0.6014388799667358,0.6016666889190674,0.655924379825592,0.6576982140541077,0.6022111177444458,0.6019889116287231,0.6551671624183655,0.6566060185432434,0.645018458366394,0.6474404335021973,0.4547363519668579,0.44797012209892273,0.6307166814804077,0.6254333257675171,0.6452915668487549,0.6501967310905457,0.6142269968986511,0.6125262975692749,0.7049238681793213,0.6848666071891785,0.6438099145889282,0.6470862627029419,0.4542020261287689,0.4473467767238617,0.7435047626495361,0.7483664155006409,0.5777484774589539,0.57295161485672,0.7529731392860413,0.7592346668243408,0.5728912353515625,0.5696991682052612,0.00016295786190312356,0.00016719612176530063,0.4285714328289032,0.4285714328289032,0.5557255148887634,0.5649433732032776,0.6836946606636047,0.6717815399169922,0.0012775759678333998,0.0012738853693008423,0.7016574740409851,0.6850828528404236,0.00015693386376369745,0.0001599658717168495,0.5,0.5
3,0.7370948195457458,0.5160518884658813,0.5649073123931885,0.3,0.7110320329666138,0.7991999983787537,0.6213291883468628,0.6195458173751831,0.6500350832939148,0.6522003412246704,0.6231625080108643,0.6208000183105469,0.6488553285598755,0.6506518125534058,0.6425506472587585,0.6436383128166199,0.555271327495575,0.5414139032363892,0.6411791443824768,0.6324250102043152,0.6386213898658752,0.647982120513916,0.622050404548645,0.6186618208885193,0.721370279788971,0.6923326849937439,0.6402110457420349,0.6420989036560059,0.5541251301765442,0.5403178334236145,0.6850320100784302,0.6925793886184692,0.654644787311554,0.6410654187202454,0.686997652053833,0.6969702839851379,0.6602245569229126,0.6460933685302734,0.00012860220158472657,0.00012176762538729236,0.5,0.4583333432674408,0.5612345337867737,0.5718746781349182,0.6877106428146362,0.6712824702262878,0.0013596919598057866,0.001330995000898838,0.7206477522850037,0.6882591247558594,0.00012779553071595728,0.00012002444418612868,0.5714285969734192,0.523809552192688
4,0.7526677250862122,0.48907387256622314,0.5497406125068665,0.3,0.7391852140426636,0.7818702459335327,0.6400700211524963,0.6325100064277649,0.63871830701828,0.6478999853134155,0.6414966583251953,0.6334533095359802,0.6381118893623352,0.6474779844284058,0.6478947997093201,0.6415959000587463,0.6199812293052673,0.6048223376274109,0.6537933349609375,0.6385499835014343,0.6263610124588013,0.6445902585983276,0.6340155601501465,0.6244754791259766,0.7291533350944519,0.6968243718147278,0.646181583404541,0.640609622001648,0.6192720532417297,0.603819727897644,0.6572179794311523,0.6533591151237488,0.6998793482780457,0.6999480128288269,0.6581679582595825,0.658728837966919,0.702998697757721,0.6991062760353088,0.00020409125136211514,0.00018870743224397302,0.6499999761581421,0.6000000238418579,0.5740074515342712,0.5754457712173462,0.6783976554870605,0.6713782548904419,0.0014349730918183923,0.001364256488159299,0.7307692170143127,0.692307710647583,0.00015656067989766598,0.00014707932132296264,0.6666666865348816,0.6333333253860474
5,0.7681406140327454,0.46992892026901245,0.5364386439323425,0.3,0.736372709274292,0.8361092805862427,0.6551694273948669,0.6432777643203735,0.6212521195411682,0.6358752250671387,0.6558833122253418,0.6438500285148621,0.621217668056488,0.635952889919281,0.6548978090286255,0.6443597078323364,0.6591616272926331,0.6421905159950256,0.6630250215530396,0.6433749794960022,0.6167094111442566,0.6411534547805786,0.6409726738929749,0.6273168325424194,0.7426344752311707,0.7080382108688354,0.654220700263977,0.6439905762672424,0.6583673357963562,0.640935480594635,0.6511715650558472,0.6424165964126587,0.6846113801002502,0.6896193027496338,0.6517910361289978,0.6460639238357544,0.6872373223304749,0.6908718943595886,0.00021190794359426945,0.00019584926485549659,0.6875,0.6458333134651184,0.5826076865196228,0.5759458541870117,0.6748137474060059,0.6757985949516296,0.001482797903008759,0.0014069811441004276,0.706632673740387,0.6811224222183228,0.00013461883645504713,0.00012507113569881767,0.6363636255264282,0.6060606241226196
6,0.7686408162117004,0.4657600224018097,0.5263417363166809,0.3,0.7525683045387268,0.8008265495300293,0.6674428582191467,0.6520143151283264,0.6077965497970581,0.628165066242218,0.6679642796516418,0.6523547768592834,0.6074369549751282,0.6280134320259094,0.6654830574989319,0.6516464948654175,0.6755502223968506,0.6547896862030029,0.6706714034080505,0.6468214392662048,0.6079559326171875,0.6390059590339661,0.6490401029586792,0.6312601566314697,0.7445299029350281,0.7076250314712524,0.665111243724823,0.6516023278236389,0.6746183633804321,0.6535011529922485,0.6577804088592529,0.6440139412879944,0.6608042120933533,0.6726313829421997,0.6590052247047424,0.650255024433136,0.6615332365036011,0.6693693995475769,0.000196720939129591,0.00018084372277371585,0.686274528503418,0.6470588445663452,0.591259777545929,0.5790382623672485,0.6668338179588318,0.6754491925239563,0.001513298717327416,0.0014195045223459601,0.7242152690887451,0.6995515823364258,0.00012321754184085876,0.00011306979286018759,0.6285714507102966,0.6000000238418579
7,0.7745764851570129,0.4594174325466156,0.5179761648178101,0.3,0.7626211047172546,0.7975999712944031,0.6774770617485046,0.6590083241462708,0.5989242792129517,0.6250185966491699,0.6782083511352539,0.6594041585922241,0.5984164476394653,0.6248789429664612,0.6756336092948914,0.6588839292526245,0.6856154799461365,0.6611295342445374,0.6773645877838135,0.6497937440872192,0.6006719470024109,0.6376034021377563,0.6554057002067566,0.634041965007782,0.7492381930351257,0.7100401520729065,0.6750268936157227,0.6588037610054016,0.6845749616622925,0.6597644090652466,0.6668830513954163,0.6502552628517151,0.6295135021209717,0.6453657746315002,0.6674985289573669,0.6556239724159241,0.6305258870124817,0.6425685286521912,0.00021687378466594964,0.00019966106628999114,0.6935483813285828,0.6612903475761414,0.6013632416725159,0.5835966467857361,0.658233642578125,0.6729643940925598,0.001521634985692799,0.0014005884295329452,0.7211155295372009,0.6932271122932434,0.00014599936548620462,0.00012947093637194484,0.6904761791229248,0.6428571343421936
8,0.7844471335411072,0.44269517064094543,0.5096116065979004,0.3,0.77485191822052,0.8022263646125793,0.6823944449424744,0.6609888672828674,0.6002849340438843,0.6321863532066345,0.6830258965492249,0.6614351868629456,0.5997909903526306,0.6319935917854309,0.6727867126464844,0.6532095670700073,0.7127424478530884,0.6883811950683594,0.6833537220954895,0.652233362197876,0.5938177704811096,0.6364554762840271,0.6611350178718567,0.6364006400108337,0.7534663081169128,0.7117298245429993,0.6723477244377136,0.653126060962677,0.7116420269012451,0.6867810487747192,0.6504939794540405,0.6278048157691956,0.6694576740264893,0.6967936754226685,0.6546102166175842,0.6361759305000305,0.6626298427581787,0.6883910298347473,0.00019421665638219565,0.00017618546553421766,0.703125,0.671875,0.6080362200737,0.5855796337127686,0.6528182625770569,0.6746471524238586,0.001493382384069264,0.001362348790280521,0.7291280031204224,0.7031539678573608,0.0001364873314741999,0.00012015909305773675,0.7111111283302307,0.6666666865348816
9,0.7929171919822693,0.43141767382621765,0.5017921924591064,0.3,0.7868692278862,0.8040639758110046,0.6900100111961365,0.6663249731063843,0.5900264382362366,0.625426173210144,0.6905883550643921,0.6668216586112976,0.589803159236908,0.6254799365997314,0.6789969801902771,0.6570789217948914,0.7230451107025146,0.6979268193244934,0.6886516809463501,0.6549400091171265,0.5872048735618591,0.6336968541145325,0.6669560670852661,0.6393246054649353,0.7547109127044678,0.712361216545105,0.6785637140274048,0.6568902730941772,0.7221512794494629,0.6964999437332153,0.6540769338607788,0.6277475953102112,0.655049741268158,0.6871072053909302,0.6589958071708679,0.6368138790130615,0.6464085578918457,0.6769182085990906,0.0001888470142148435,0.0001699285494396463,0.695652186870575,0.6666666865348816,0.6154490113258362,0.5883253216743469,0.6436910033226013,0.67179936170578,0.0015058718854561448,0.0013515361351892352,0.7334465384483337,0.7045840620994568,0.0001590151950949803,0.00014056282816454768,0.7068965435028076,0.6724137663841248
