epoch,accuracy,entropy,entropy_large_set,is_final,precision,recall,test_accuracy,test_accuracy_nolang,test_entropy,test_entropy_nolang,test_overshoot_accuracy,test_overshoot_accuracy_nolang,test_overshoot_entropy,test_overshoot_entropy_nolang,test_overshoot_precision,test_overshoot_precision_nolang,test_overshoot_recall,test_overshoot_recall_nolang,test_precision,test_precision_nolang,test_recall,test_recall_nolang,test_square_accuracy,test_square_accuracy_nolang,test_square_entropy,test_square_entropy_nolang,test_square_overshoot_accuracy,test_square_overshoot_accuracy_nolang,test_square_overshoot_entropy,test_square_overshoot_entropy_nolang,test_square_overshoot_precision,test_square_overshoot_precision_nolang,test_square_overshoot_recall,test_square_overshoot_recall_nolang,test_square_precision,test_square_precision_nolang,test_square_recall,test_square_recall_nolang
0,0.6389185190200806,0.6286131143569946,0.6286131143569946,0.3,0.6074352264404297,0.7862569689750671,0.5705000162124634,0.5731833577156067,0.6740688681602478,0.6730247139930725,0.5937833189964294,0.5908833146095276,0.6662566661834717,0.6675148010253906,0.5719162225723267,0.5695157051086426,0.7478597164154053,0.7466937899589539,0.5515854358673096,0.5531010031700134,0.7542912364006042,0.7627237439155579,0.3950676918029785,0.3915388584136963,0.7451952695846558,0.745960533618927,0.4342604875564575,0.4293496608734131,0.747990608215332,0.749509334564209,0.0011846096022054553,0.0011978578986600041,0.8928571343421936,0.9107142686843872,0.00017743080388754606,0.00019844331836793572,0.6153846383094788,0.692307710647583
1,0.7579677104949951,0.49112340807914734,0.5598682761192322,0.3,0.7455028891563416,0.7840394377708435,0.6230583190917969,0.6232249736785889,0.6415098905563354,0.6417343616485596,0.6244000196456909,0.6187083125114441,0.6463695764541626,0.6524225473403931,0.607133150100708,0.6028399467468262,0.706297755241394,0.6972367167472839,0.6017434597015381,0.601123571395874,0.7281407713890076,0.7328400611877441,0.5140482187271118,0.5063733458518982,0.6985676288604736,0.7052218914031982,0.5363818407058716,0.5346978902816772,0.669678807258606,0.6683577299118042,0.0014021393144503236,0.001310880295932293,0.8083333373069763,0.7583333253860474,0.000151849802932702,0.0001494890166213736,0.6470588445663452,0.6470588445663452
2,0.8041738867759705,0.4216914772987366,0.5138093829154968,0.3,0.8067373633384705,0.8006126880645752,0.657105565071106,0.6512444615364075,0.614387571811676,0.6230960488319397,0.6441666483879089,0.631422221660614,0.6303801536560059,0.6450878977775574,0.6367105841636658,0.6247750520706177,0.6724852323532104,0.6592269539833069,0.6352139115333557,0.6284996867179871,0.738254189491272,0.7399539947509766,0.571424126625061,0.5544061064720154,0.6773130893707275,0.6986806988716125,0.6163148880004883,0.6061488389968872,0.5946910977363586,0.6037588715553284,0.00161842443048954,0.001463597291149199,0.7765362858772278,0.7206704020500183,0.0001669571065576747,0.0001605813013156876,0.695652186870575,0.695652186870575
3,0.8204427361488342,0.38921570777893066,0.4826609492301941,0.3,0.7891508340835571,0.8746833801269531,0.6803666949272156,0.6664708256721497,0.5887819528579712,0.6073504686355591,0.6633833050727844,0.6423541903495789,0.6091185212135315,0.6356015801429749,0.6561782360076904,0.6355198621749878,0.6874984502792358,0.6688122749328613,0.6559825539588928,0.6413789987564087,0.7586864829063416,0.7553868889808655,0.5975995659828186,0.5721531510353088,0.6548336744308472,0.6866671442985535,0.6381542682647705,0.6152672171592712,0.5796669721603394,0.6049402356147766,0.0016297352267429233,0.0014547291211783886,0.761904776096344,0.7229437232017517,0.0001833684800658375,0.0001724637986626476,0.7586206793785095,0.7586206793785095
4,0.8240765333175659,0.3822951018810272,0.46258777379989624,0.3,0.8015375733375549,0.8616368770599365,0.6962933540344238,0.6763799786567688,0.5705098509788513,0.5987077951431274,0.676360011100769,0.6492466926574707,0.5939856767654419,0.6294974088668823,0.6721092462539673,0.6446726322174072,0.6896604299545288,0.6662314534187317,0.6725689768791199,0.6516462564468384,0.7651583552360535,0.7580791115760803,0.6276348829269409,0.5944558382034302,0.6224090456962585,0.6679660677909851,0.6664627194404602,0.6355351805686951,0.5483905076980591,0.5861941576004028,0.00175193278118968,0.0015154301654547453,0.744027316570282,0.703071653842926,0.00018735093181021512,0.00017202479648403823,0.7428571581840515,0.7428571581840515
5,0.8336445093154907,0.3664275109767914,0.4465610682964325,0.3,0.8048082590103149,0.8811808824539185,0.7090722322463989,0.6838666796684265,0.5546476244926453,0.5903885364532471,0.6867527961730957,0.6542333364486694,0.5813015103340149,0.6246474385261536,0.685229480266571,0.6513161659240723,0.6917909979820251,0.6650623679161072,0.6847532391548157,0.6579889059066772,0.7749947309494019,0.7658956050872803,0.645636796951294,0.604945719242096,0.6065695285797119,0.6632866263389587,0.6828818321228027,0.6436577439308167,0.5309850573539734,0.5814480185508728,0.0019088404951617122,0.0016177069628611207,0.7169312238693237,0.682539701461792,0.0002208383084507659,0.0001980948873097077,0.7777777910232544,0.7777777910232544
6,0.8346112966537476,0.3597967326641083,0.43416616320610046,0.3,0.8098969459533691,0.8747167587280273,0.7192381024360657,0.690838098526001,0.5410696268081665,0.5823562741279602,0.6950262188911438,0.6587666869163513,0.5711696743965149,0.620383620262146,0.6961250305175781,0.6573141813278198,0.6931209564208984,0.6645636558532715,0.6971406936645508,0.6664479970932007,0.7753726840019226,0.7642165422439575,0.664516031742096,0.6197894215583801,0.5856196284294128,0.6499009132385254,0.6987078785896301,0.6535998582839966,0.512811541557312,0.5725184679031372,0.001938193803653121,0.0016033969586715102,0.7060185074806213,0.6712962985038757,0.00021708082931581885,0.00019154770416207612,0.7755101919174194,0.7755101919174194
7,0.8427790403366089,0.34975847601890564,0.4236151874065399,0.3,0.8110493421554565,0.894056499004364,0.7269999980926514,0.6966395974159241,0.5300945043563843,0.575303316116333,0.702314555644989,0.6628687381744385,0.5625484585762024,0.6167517900466919,0.7046184539794922,0.6619927883148193,0.6975341439247131,0.6667138338088989,0.7074150443077087,0.6743660569190979,0.7742896676063538,0.7606074213981628,0.6807551383972168,0.6325490474700928,0.5648180842399597,0.6354795694351196,0.7094000577926636,0.6602044105529785,0.5009000301361084,0.5682717561721802,0.0020176400430500507,0.0016521018696948886,0.7070707082748413,0.6767676472663879,0.00021536667190957814,0.00018711635493673384,0.7735849022865295,0.7735849022865295
8,0.8480130434036255,0.34182727336883545,0.41452762484550476,0.3,0.8096649646759033,0.9100906252861023,0.7341796159744263,0.701103687286377,0.521178662776947,0.5713514685630798,0.7083407640457153,0.6662036776542664,0.5552363395690918,0.6134402751922607,0.7110620737075806,0.6651965975761414,0.7027047872543335,0.6703611612319946,0.7145178318023682,0.6782938838005066,0.7800763845443726,0.765159010887146,0.6890144348144531,0.6375922560691833,0.5587985515594482,0.6365940570831299,0.7150043249130249,0.6613771319389343,0.49646154046058655,0.5699021816253662,0.0020064269192516804,0.0016144500114023685,0.702010989189148,0.6709323525428772,0.00021090170776005834,0.00018098058353643864,0.7719298005104065,0.7719298005104065
9,0.8480464220046997,0.3413393795490265,0.4072088301181793,0.3,0.8210028409957886,0.8903771638870239,0.7399033308029175,0.7048799991607666,0.5128060579299927,0.5664302706718445,0.7133299708366394,0.6689916849136353,0.5489238500595093,0.6108182668685913,0.717810332775116,0.6691858172416687,0.7038003206253052,0.6694644093513489,0.7221428155899048,0.6834372282028198,0.7799435257911682,0.7634114623069763,0.7006748914718628,0.646952211856842,0.5428379774093628,0.625577986240387,0.7233801484107971,0.6667753458023071,0.48547810316085815,0.5640485286712646,0.0020299600437283516,0.0016173092881217599,0.7077702879905701,0.6790540814399719,0.00021513568935915828,0.00017860399384517223,0.7384615540504456,0.7230769395828247
