epoch,accuracy,entropy,entropy_large_set,is_final,precision,recall,test_accuracy,test_accuracy_nolang,test_entropy,test_entropy_nolang,test_overshoot_accuracy,test_overshoot_accuracy_nolang,test_overshoot_entropy,test_overshoot_entropy_nolang,test_overshoot_precision,test_overshoot_precision_nolang,test_overshoot_recall,test_overshoot_recall_nolang,test_precision,test_precision_nolang,test_recall,test_recall_nolang,test_square_accuracy,test_square_accuracy_nolang,test_square_entropy,test_square_entropy_nolang,test_square_overshoot_accuracy,test_square_overshoot_accuracy_nolang,test_square_overshoot_entropy,test_square_overshoot_entropy_nolang,test_square_overshoot_precision,test_square_overshoot_precision_nolang,test_square_overshoot_recall,test_square_overshoot_recall_nolang,test_square_precision,test_square_precision_nolang,test_square_recall,test_square_recall_nolang
25,0.8335111141204834,0.36138588190078735,0.4240517318248749,0.3,0.8090651035308838,0.8732337951660156,0.7221448421478271,0.6818487048149109,0.5512458682060242,0.6124765872955322,0.7307263016700745,0.6788461804389954,0.5357789397239685,0.6108421683311462,0.7084550261497498,0.6626619100570679,0.7848905324935913,0.7296585440635681,0.6899892687797546,0.6522932648658752,0.8068420886993408,0.7789812684059143,0.6417248845100403,0.5879709124565125,0.6421233415603638,0.7229229211807251,0.677034318447113,0.6287619471549988,0.5599707365036011,0.6201849579811096,0.0019561508670449257,0.0015983203193172812,0.7966212034225464,0.7478882670402527,0.00015842657012399286,0.00013525597751140594,0.7801418304443359,0.7659574747085571
26,0.8328776955604553,0.36196720600128174,0.42175230383872986,0.3,0.809079110622406,0.8716684579849243,0.7236740589141846,0.6828123331069946,0.5505619645118713,0.6132400035858154,0.7320197820663452,0.6796722412109375,0.5342337489128113,0.6102280020713806,0.7097204923629761,0.6634256839752197,0.7859145402908325,0.7304259538650513,0.6906845569610596,0.6524362564086914,0.8102511167526245,0.782548189163208,0.6405028700828552,0.5856984257698059,0.6492613554000854,0.732576847076416,0.6787793040275574,0.6297101378440857,0.5581946969032288,0.6199477314949036,0.0019649947062134743,0.0016087364638224244,0.7945034503936768,0.7495315670967102,0.00015204101509880275,0.00012953259283676744,0.7801418304443359,0.7659574747085571
27,0.8386784791946411,0.3534010648727417,0.41931119561195374,0.3,0.8190308809280396,0.8700226545333862,0.7252845168113708,0.6840589046478271,0.5501135587692261,0.6140880584716797,0.73311847448349,0.6804606914520264,0.5330871343612671,0.6098673939704895,0.7109622955322266,0.6643736362457275,0.7863494753837585,0.7304275631904602,0.6918830871582031,0.6532512903213501,0.8123936057090759,0.7846718430519104,0.6415197253227234,0.5865099430084229,0.6541332602500916,0.7383254170417786,0.6805298924446106,0.6311378479003906,0.556774377822876,0.619273841381073,0.001972593367099762,0.0016092046862468123,0.7938517332077026,0.7474381923675537,0.00016172794857993722,0.00013673883222509176,0.7908496856689453,0.7712418437004089
28,0.8364115357398987,0.355136901140213,0.4170982837677002,0.3,0.8229053616523743,0.8577138185501099,0.7267407774925232,0.6848948001861572,0.5480974316596985,0.6133239269256592,0.734215497970581,0.6810189485549927,0.5317815542221069,0.6095818877220154,0.7125020027160645,0.6652819514274597,0.7860169410705566,0.7296504378318787,0.6925770044326782,0.6532528400421143,0.8155147433280945,0.7882282137870789,0.6413342356681824,0.5852769017219543,0.6560167074203491,0.7418583631515503,0.6831110715866089,0.6327372789382935,0.5539767742156982,0.6182888150215149,0.00198275875300169,0.0016183429397642612,0.7943925261497498,0.7511682510375977,0.00016509844863321632,0.00013943920203018934,0.800000011920929,0.78125
29,0.837878406047821,0.3527139127254486,0.4149521291255951,0.3,0.8250560760498047,0.8578758239746094,0.7278388738632202,0.6860055327415466,0.5466806888580322,0.6121014952659607,0.7351494431495667,0.681712806224823,0.5306685566902161,0.6091591119766235,0.7137144207954407,0.6662535071372986,0.7860101461410522,0.7292325496673584,0.6954354643821716,0.655913770198822,0.8108105659484863,0.7826037406921387,0.6480739116668701,0.5929271578788757,0.6465359330177307,0.7312775254249573,0.6850340366363525,0.6347028017044067,0.5518192052841187,0.6162900924682617,0.0019836684223264456,0.0016192885814234614,0.7939841151237488,0.7514188289642334,0.00016392359975725412,0.0001384239731123671,0.772455096244812,0.7544910311698914
30,0.8452126979827881,0.34316208958625793,0.41263633966445923,0.3,0.8384630680084229,0.8552859425544739,0.7294661402702332,0.6874080896377563,0.5447468757629395,0.6107451319694519,0.7361059188842773,0.6824064254760742,0.5296016931533813,0.6087307333946228,0.7150944471359253,0.6673336029052734,0.7856656908988953,0.7284802198410034,0.6973466277122498,0.657511830329895,0.8109163641929626,0.7824077606201172,0.6511386036872864,0.5960390567779541,0.641010582447052,0.7255486249923706,0.6875985264778137,0.6371808648109436,0.548420250415802,0.6132539510726929,0.0020101212430745363,0.001633770763874054,0.7913943529129028,0.7467319965362549,0.00017119273252319545,0.00014356071187648922,0.7840909361839294,0.7613636255264282
31,0.8413121700286865,0.34800416231155396,0.41061657667160034,0.3,0.8251903653144836,0.8664224147796631,0.7309541702270508,0.6886823177337646,0.5426993370056152,0.6089287400245667,0.7370458245277405,0.6830421686172485,0.5285390019416809,0.6084038615226746,0.716199517250061,0.6681314706802368,0.7859702706336975,0.728416383266449,0.6996167898178101,0.6594461798667908,0.8095197081565857,0.7804604172706604,0.6556084752082825,0.6006378531455994,0.6319524645805359,0.7161874175071716,0.6890828609466553,0.6383387446403503,0.5473024249076843,0.6128637790679932,0.0020131508354097605,0.001636412926018238,0.7918432354927063,0.7484109997749329,0.0001692129735602066,0.0001417258899891749,0.7853107452392578,0.7627118825912476
32,0.8450126647949219,0.34833699464797974,0.40872931480407715,0.3,0.8278548121452332,0.8712838292121887,0.7323691844940186,0.689821183681488,0.5411362648010254,0.6081606149673462,0.7379237413406372,0.6835737228393555,0.5275058746337891,0.6081840991973877,0.7172906398773193,0.6687984466552734,0.7861107587814331,0.7283672094345093,0.701344907283783,0.6607906222343445,0.8094832897186279,0.7801936268806458,0.6586844325065613,0.6034059524536133,0.630814790725708,0.7163962721824646,0.6903072595596313,0.6384226083755493,0.545853316783905,0.6132999062538147,0.002034558681771159,0.001645599608309567,0.7914329171180725,0.7470678091049194,0.00017032874166034162,0.00014249102969188243,0.7771739363670349,0.7554348111152649
33,0.8463795185089111,0.3400159180164337,0.40670835971832275,0.3,0.8265921473503113,0.8769323229789734,0.7336038947105408,0.6906465888023376,0.5388143658638,0.6064362525939941,0.7387461066246033,0.684143602848053,0.526502251625061,0.6078957319259644,0.7185326814651489,0.6695737838745117,0.7857075929641724,0.7281397581100464,0.7022705674171448,0.6611438393592834,0.8111305236816406,0.7822876572608948,0.6593848466873169,0.6028664112091064,0.6288442015647888,0.7161549925804138,0.6924864649772644,0.6398093700408936,0.5429855585098267,0.612118661403656,0.0020476416684687138,0.0016514996532350779,0.7906976938247681,0.746660053730011,0.00017029301670845598,0.00014407346316147596,0.7736842036247253,0.7631579041481018
34,0.8459461331367493,0.33750006556510925,0.4047309458255768,0.3,0.8270913362503052,0.8751831650733948,0.7347052097320557,0.6914438009262085,0.5367969274520874,0.6047712564468384,0.7395200133323669,0.6846181154251099,0.525564968585968,0.6076372861862183,0.719736635684967,0.6703725457191467,0.7852440476417542,0.7274549007415771,0.7032232284545898,0.6616697311401367,0.8122336864471436,0.7836254835128784,0.6608691215515137,0.6032941937446594,0.6254283785820007,0.7138887643814087,0.6944755911827087,0.6418325901031494,0.5405203700065613,0.6099170446395874,0.002058479469269514,0.0016668199095875025,0.7865006923675537,0.7462900876998901,0.00017293254495598376,0.0001449391565984115,0.7806122303009033,0.7653061151504517
35,0.8469796180725098,0.33767715096473694,0.4028683602809906,0.3,0.8319525718688965,0.8698694109916687,0.7357490658760071,0.6922694444656372,0.5348473191261292,0.602948784828186,0.7401569485664368,0.6850565075874329,0.5249964594841003,0.6076425909996033,0.7207239270210266,0.6710718870162964,0.7848774790763855,0.7269484400749207,0.7040126919746399,0.6621478796005249,0.8135995268821716,0.7852489352226257,0.6616644859313965,0.6037459969520569,0.623505175113678,0.7121778130531311,0.6965506076812744,0.6440017223358154,0.5379016399383545,0.6075326800346375,0.0020701598841696978,0.0016732708318158984,0.7858473062515259,0.7448789477348328,0.00017513250350020826,0.00014671636745333672,0.7832512259483337,0.7684729099273682
36,0.8473129868507385,0.3357081413269043,0.40105319023132324,0.3,0.8277575373649597,0.8772993683815002,0.7361937165260315,0.692170262336731,0.5353893637657166,0.6048561930656433,0.7407869100570679,0.6854044795036316,0.5243059992790222,0.6075987219810486,0.7215588688850403,0.6715049743652344,0.784875750541687,0.7269424796104431,0.7034421563148499,0.661062479019165,0.8167595863342285,0.7888410687446594,0.6593899726867676,0.5996221899986267,0.6308049559593201,0.7236636877059937,0.6973697543144226,0.6441203951835632,0.5371034145355225,0.6080334186553955,0.002067544497549534,0.0016672892961651087,0.7829632759094238,0.7421839833259583,0.00017245546041522175,0.00014580889546778053,0.7788461446762085,0.7740384340286255
